Unnamed: 0,ID,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
7,7404174478,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
23,55476383300,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
86,6602272867,2,2,2,2,4,4,6,6,6,6,6,6,10,10,10,10,10,10,2001
141,7003798424,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2001
243,6603077690,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
256,6602380582,3,6,6,8,18,20,20,25,30,37,46,50,53,55,59,61,63,69,2001
290,6505482594,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,10,10,2001
311,7005882304,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2001
335,12790140600,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2001
406,6506341918,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
416,57192914153,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
423,6507249399,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2001
450,57197554426,2,3,3,3,3,4,6,6,6,6,9,9,12,12,12,13,13,13,2001
579,6505874048,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2001
601,6701414652,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2001
682,6602627252,11,11,11,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2001
724,54790545900,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
757,15763598000,1,2,2,2,3,5,5,9,9,11,11,13,13,19,25,27,27,27,2001
759,6504297195,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,2001
779,54790583500,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2001
791,56255642600,3,3,4,5,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2001
797,57198040373,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
846,7101633022,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2001
860,7004407126,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
883,57197568984,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2001
912,6503943201,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2001
951,6503845773,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
1020,7005555610,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
1166,7006715301,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
1169,6506505246,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2001
1193,7006070446,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
1201,6603842901,7,7,7,7,21,21,21,21,30,30,30,33,33,33,33,33,33,33,2001
1236,7005115733,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2001
1259,6603620757,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
1273,6602591669,12,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2001
1277,7004622175,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2001
1283,57192918244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2001
1410,36931682200,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,18,18,2001
1590,7005702226,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2001
1645,35588112200,10,10,12,14,14,14,18,18,18,18,18,31,35,35,35,35,37,37,2001
1657,35611117900,4,9,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2001
1769,15723328000,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2001
1773,6507376162,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
1794,6507531422,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2001
1817,6506495625,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
1826,7003565274,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,2001
1850,16040552800,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
1871,6507855844,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2001
1876,55935270700,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2001
1892,6508351508,2,2,2,2,2,2,2,6,6,9,13,13,17,18,22,22,22,24,2001
1964,6602785625,6,6,6,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2001
1999,7003773980,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,2001
2033,6602483720,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2001
2122,7004332357,10,10,12,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2001
2172,7003578458,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2001
2315,6506129659,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,2001
2434,8552248800,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2001
2510,8857111000,5,7,7,7,7,9,9,9,9,10,10,10,10,10,10,10,10,10,2001
2525,6506097005,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
2591,7005992703,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2001
2697,6603510659,1,2,2,7,10,10,10,10,17,17,21,21,21,26,26,27,27,27,2001
2755,6603059983,3,3,7,7,7,7,7,7,7,31,31,31,35,39,39,39,39,39,2001
