Unnamed: 0,ID,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,start_year
40,6508033324,3,3,3,3,3,3,3,3,4,5,5,5,7,7,7,8,2003
56,22735903900,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,2003
119,6701925503,5,6,6,6,9,9,9,9,12,12,16,35,55,55,55,55,2003
120,6603259884,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
144,15725722200,3,3,4,4,6,10,10,15,22,22,27,28,32,37,46,52,2003
151,6507693898,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
191,6507704669,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
199,6603561436,3,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2003
202,6701643704,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
216,36941958300,4,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,2003
288,6602090341,4,4,4,4,4,15,15,15,15,15,15,25,28,31,31,31,2003
324,26435361700,4,4,4,4,6,6,6,7,7,11,11,11,11,11,11,11,2003
347,15063887400,2,2,2,3,3,3,3,3,3,3,5,5,5,5,5,5,2003
525,6603421658,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
530,23396074500,2,2,4,8,14,16,19,25,28,30,30,34,34,35,36,36,2003
598,6602795654,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
648,6602899821,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,2003
649,6506330966,5,7,7,7,7,7,7,9,9,19,26,32,36,36,37,37,2003
722,57197111302,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
727,6602977367,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
747,56097020400,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
751,6701590849,6,6,6,6,17,22,23,23,23,23,23,23,23,23,23,23,2003
757,7102889841,5,5,8,16,17,23,35,38,41,43,43,50,51,56,62,62,2003
770,34768302000,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
817,7005285942,3,3,3,3,4,6,6,10,10,10,11,11,11,11,11,11,2003
861,57041029600,3,3,3,3,3,3,3,3,3,3,3,3,3,64,68,85,2003
920,7007024271,3,3,3,3,3,3,3,3,3,3,3,3,3,8,8,8,2003
940,7404597424,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
949,7501722523,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
996,6504613431,6,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,2003
1015,6603686905,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
1074,6508164191,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
1095,22733743100,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
1113,7005658623,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
1209,7005756263,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
1264,7006193038,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
1289,7402506720,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2003
1350,7005759149,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,2003
1353,7004931900,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
1460,23100812800,5,5,5,5,13,13,13,13,13,13,13,13,13,13,13,13,2003
1507,56780962400,7,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,2003
1553,57170841900,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
1571,6602433743,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
1582,6602648087,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
1598,56233343200,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
1605,22733684700,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
1701,23095225900,4,4,5,5,8,8,8,8,8,8,8,8,13,13,13,13,2003
1703,6603529347,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
1710,7005782119,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
1713,55665821400,2,2,2,2,3,3,3,3,3,3,3,3,3,5,5,5,2003
1782,6504467154,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2003
1838,6602360790,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
1859,8694294100,4,4,4,6,6,6,8,8,9,11,11,11,13,16,19,21,2003
1889,7103220074,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
1897,56121971200,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
1962,7801535086,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
1992,7202982666,2,9,14,15,15,18,22,24,26,26,30,34,38,49,49,49,2003
2053,55734408500,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
2079,7102700868,6,6,6,6,6,6,6,6,6,6,6,6,6,22,22,22,2003
2080,6506960268,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
2096,6603706214,7,7,7,9,9,11,11,12,20,22,29,29,33,33,36,36,2003
2112,36724895900,2,2,2,2,2,2,2,2,2,2,7,7,8,8,12,12,2003
2191,6508013226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
2195,7006336005,15,15,15,15,28,28,28,28,28,28,28,28,28,28,66,66,2003
2211,57196674556,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2003
2269,36920902600,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2003
2353,7202663844,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2003
2369,23484322400,3,3,3,5,5,5,5,5,5,7,7,7,7,7,7,7,2003
2437,6507130393,2,3,4,5,10,12,12,16,17,21,26,26,27,32,33,33,2003
2447,7003535976,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,2003
2497,7103015940,4,4,5,5,6,11,13,20,21,25,29,30,32,35,36,36,2003
2577,6508067295,5,5,5,8,9,9,9,14,21,24,24,33,33,33,33,33,2003
2670,8571955700,4,5,5,8,8,8,8,8,10,10,13,15,15,15,15,19,2003
2844,8134743800,4,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,2003
2861,6506422789,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2003
